encoder,case_id,symbology,category,ec_level,encoding,pdf417_columns,status,detail,n_samples,n_trials_valid,validity_rate,median_ms,mean_ms,stddev_ms,min_ms,median_area_modules,median_file_bytes
opencv,qr-latin1-eclM-auto-svg,qr,latin1,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-latin1-eclM-svg,qr,latin1,M,iso-8859-1,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-latin1_ambiguous-eclM,qr,latin1_ambiguous,M,iso-8859-1,,ok,,25,5,1.0,7.5433,7.5346,1.3517,5.8849,1681,3969
opencv,qr-latin1_ambiguous-eclM-auto,qr,latin1_ambiguous,M,,,ok,,25,5,1.0,7.5509,7.5303,1.3696,5.8953,1681,3969
opencv,qr-latin1_ambiguous-eclM-auto-svg,qr,latin1_ambiguous,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-latin1_ambiguous-eclM-svg,qr,latin1_ambiguous,M,iso-8859-1,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-mixed_modes-eclM,qr,mixed_modes,M,,,ok,,25,5,1.0,11.9419,11.4962,2.5164,7.5068,2401,5472
opencv,qr-mixed_modes-eclM-svg,qr,mixed_modes,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-near_capacity-eclH,qr,near_capacity,H,,,ok,,25,5,1.0,155.9526,157.823,9.3985,148.8193,27225,54883
opencv,qr-near_capacity-eclH-svg,qr,near_capacity,H,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-near_capacity-eclL,qr,near_capacity,L,,,ok,,25,5,1.0,155.9287,156.047,6.2472,149.2694,27225,54391
opencv,qr-near_capacity-eclL-svg,qr,near_capacity,L,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-near_capacity-eclM,qr,near_capacity,M,,,ok,,25,5,1.0,155.8156,155.5142,5.4344,148.8114,27225,54426
opencv,qr-near_capacity-eclM-svg,qr,near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-near_capacity-eclQ,qr,near_capacity,Q,,,ok,,25,5,1.0,155.8929,156.5877,7.5821,148.2982,27225,54579
opencv,qr-near_capacity-eclQ-svg,qr,near_capacity,Q,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-numeric_long-eclM,qr,numeric_long,M,,,ok,,25,5,1.0,6.4289,8.0304,3.4595,6.2926,1089,2686
opencv,qr-numeric_long-eclM-svg,qr,numeric_long,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-numeric_short-eclM,qr,numeric_short,M,,,ok,,25,5,1.0,2.0431,2.4961,0.9533,1.9846,441,1267
opencv,qr-numeric_short-eclM-svg,qr,numeric_short,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-text_para-eclM,qr,text_para,M,,,ok,,25,5,1.0,19.568,22.51,4.4308,18.166,3721,8182
opencv,qr-text_para-eclM-svg,qr,text_para,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-url-eclM,qr,url,M,,,ok,,25,5,1.0,5.9959,5.963,0.7657,4.4874,1369,3310
opencv,qr-url-eclM-svg,qr,url,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-url_nc-eclM,qr,url_near_capacity,M,,,ok,,25,5,1.0,155.882,157.5137,12.3545,149.3133,27225,54715
opencv,qr-url_nc-eclM-svg,qr,url_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-utf8-eclM,qr,utf8,M,utf-8,,ok,,25,5,1.0,4.5198,4.2018,0.6496,3.2678,1089,2650
opencv,qr-utf8-eclM-auto,qr,utf8,M,,,ok,,25,5,1.0,4.5128,4.2,0.6645,3.2743,1089,2650
opencv,qr-utf8-eclM-auto-svg,qr,utf8,M,,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-utf8-eclM-svg,qr,utf8,M,utf-8,,unsupported,no native SVG writer,0,0,,,,,,,
opencv,qr-xml_nc-eclM,qr,xml_near_capacity,M,,,ok,,25,5,1.0,156.0318,155.5703,5.9167,148.716,27225,54925
opencv,qr-xml_nc-eclM-svg,qr,xml_near_capacity,M,,,unsupported,no native SVG writer,0,0,,,,,,,
pdf417gen,pdf-alnum-ecl2,pdf417,alnum,2,,,ok,,25,5,1.0,0.9721,1.1755,0.5301,0.645,3078,921
pdf417gen,pdf-alnum-ecl2-svg,pdf417,alnum,2,,,ok,,25,5,1.0,1.1446,1.2074,0.2273,0.9367,3078,24987
pdf417gen,pdf-alnum-ecl5,pdf417,alnum,5,,,ok,,25,5,1.0,1.9597,2.0663,0.2982,1.7548,8208,2147
pdf417gen,pdf-alnum-ecl5-svg,pdf417,alnum,5,,,ok,,25,5,1.0,2.9991,3.0309,0.2499,2.724,8208,65160
pdf417gen,pdf-alnum-ecl8,pdf417,alnum,8,,,ok,ValueError: Generated bar code has 92 rows. Maximum is 90 rows. Try increasing column count.,10,2,0.4,10.7711,10.783,0.1955,10.4485,45913.5,11156.5
pdf417gen,pdf-alnum-ecl8-svg,pdf417,alnum,8,,,ok,ValueError: Generated bar code has 92 rows. Maximum is 90 rows. Try increasing column count.,10,2,0.4,19.2348,19.1851,2.0883,16.9952,45913.5,371490.0
pdf417gen,pdf-base64_nc-ecl5,pdf417,base64_near_capacity,5,,,encode_error,ValueError: Generated bar code has 142 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-base64_nc-ecl5-svg,pdf417,base64_near_capacity,5,,,encode_error,ValueError: Generated bar code has 142 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-bcbp-ecl2,pdf417,bcbp,2,,,ok,,25,5,1.0,1.3481,1.3698,0.3293,1.0099,5643,1537
pdf417gen,pdf-bcbp-ecl2-svg,pdf417,bcbp,2,,,ok,,25,5,1.0,2.0442,2.0389,0.4774,1.508,5643,45101
pdf417gen,pdf-json_nc-ecl5,pdf417,json_near_capacity,5,,,encode_error,ValueError: Generated bar code has 116 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-json_nc-ecl5-svg,pdf417,json_near_capacity,5,,,encode_error,ValueError: Generated bar code has 116 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-latin1-ecl2,pdf417,latin1,2,iso-8859-1,,ok,,25,5,1.0,1.2476,1.1454,0.2568,0.7833,5130,1417
pdf417gen,pdf-latin1-ecl2-auto,pdf417,latin1,2,,,ok,,25,5,1.0,1.3267,1.1963,0.3102,0.7442,5643,1543
pdf417gen,pdf-latin1-ecl2-auto-svg,pdf417,latin1,2,,,ok,,25,5,1.0,2.0119,1.8133,0.5072,1.093,5643,44557
pdf417gen,pdf-latin1-ecl2-svg,pdf417,latin1,2,iso-8859-1,,ok,,25,5,1.0,1.8133,1.7016,0.4312,1.104,5130,39672
pdf417gen,pdf-latin1_ambiguous-ecl2,pdf417,latin1_ambiguous,2,iso-8859-1,,ok,,0,0,0.0,,,,,,
pdf417gen,pdf-latin1_ambiguous-ecl2-auto,pdf417,latin1_ambiguous,2,,,ok,,25,5,1.0,2.2998,2.1484,0.3683,1.3846,10260,2626
pdf417gen,pdf-latin1_ambiguous-ecl2-auto-svg,pdf417,latin1_ambiguous,2,,,ok,,25,5,1.0,3.6461,3.3807,0.5823,2.2332,10260,81627
pdf417gen,pdf-latin1_ambiguous-ecl2-svg,pdf417,latin1_ambiguous,2,iso-8859-1,,ok,,0,0,0.0,,,,,,
pdf417gen,pdf-lower_text-ecl2,pdf417,lower_text,2,,,ok,,25,5,1.0,0.8866,0.8675,0.0543,0.7359,3591,1025
pdf417gen,pdf-lower_text-ecl2-svg,pdf417,lower_text,2,,,ok,,25,5,1.0,1.3033,1.2737,0.08,1.1129,3591,28792
pdf417gen,pdf-mixed_modes-ecl2,pdf417,mixed_modes,2,,,ok,,25,5,1.0,1.649,1.6139,0.1532,1.3073,7182,1915
pdf417gen,pdf-mixed_modes-ecl2-svg,pdf417,mixed_modes,2,,,ok,,25,5,1.0,2.6089,2.5309,0.2742,1.9926,7182,58179
pdf417gen,pdf-near_capacity-ecl5,pdf417,near_capacity,5,,,ok,,25,5,1.0,11.9597,13.609,4.16,11.5333,45144,10968
pdf417gen,pdf-near_capacity-ecl5-svg,pdf417,near_capacity,5,,,ok,,25,5,1.0,18.3887,18.9117,1.4407,17.7291,45144,362756
pdf417gen,pdf-numeric_long-ecl2,pdf417,numeric_long,2,,,ok,,25,5,1.0,1.7213,1.7866,0.687,1.0288,4617,1278
pdf417gen,pdf-numeric_long-ecl2-svg,pdf417,numeric_long,2,,,ok,,25,5,1.0,1.7535,1.7654,0.1254,1.6036,4617,37347
pdf417gen,pdf-text_para-ecl2,pdf417,text_para,2,,,ok,,25,5,1.0,3.6249,3.715,1.3106,2.1429,16929,4221
pdf417gen,pdf-text_para-ecl2-cols12,pdf417,text_para,2,,12,ok,,25,5,1.0,2.7387,2.9113,0.5965,1.9815,12285,3178
pdf417gen,pdf-text_para-ecl2-cols12-svg,pdf417,text_para,2,,12,ok,,25,5,1.0,4.1967,4.6574,1.1662,3.0424,12285,94554
pdf417gen,pdf-text_para-ecl2-cols6,pdf417,text_para,2,,6,ok,,25,5,1.0,3.0798,3.4699,0.692,2.7578,14364,3588
pdf417gen,pdf-text_para-ecl2-cols6-svg,pdf417,text_para,2,,6,ok,,25,5,1.0,6.5298,6.2663,1.6204,4.3479,14364,113890
pdf417gen,pdf-text_para-ecl2-svg,pdf417,text_para,2,,,ok,,25,5,1.0,5.8256,5.8015,1.8392,3.5802,16929,134406
pdf417gen,pdf-upper_c40-ecl2,pdf417,upper_c40,2,,,ok,,25,5,1.0,1.0124,0.9829,0.0768,0.8515,4104,1140
pdf417gen,pdf-upper_c40-ecl2-svg,pdf417,upper_c40,2,,,ok,,25,5,1.0,1.5123,1.4953,0.197,1.2843,4104,33182
pdf417gen,pdf-url-ecl2,pdf417,url,2,,,ok,,25,5,1.0,1.1028,1.1136,0.0531,1.0421,4617,1281
pdf417gen,pdf-url-ecl2-svg,pdf417,url,2,,,ok,,25,5,1.0,1.703,1.7319,0.0615,1.6641,4617,37801
pdf417gen,pdf-url_nc-ecl5,pdf417,url_near_capacity,5,,,encode_error,ValueError: Generated bar code has 120 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-url_nc-ecl5-svg,pdf417,url_near_capacity,5,,,encode_error,ValueError: Generated bar code has 120 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-utf8-ecl2,pdf417,utf8,2,utf-8,,ok,,25,5,1.0,0.9077,0.9635,0.1802,0.7645,3591,1037
pdf417gen,pdf-utf8-ecl2-auto,pdf417,utf8,2,,,ok,,25,5,1.0,0.904,0.9664,0.1807,0.7751,3591,1037
pdf417gen,pdf-utf8-ecl2-auto-svg,pdf417,utf8,2,,,ok,,25,5,1.0,1.3116,1.4154,0.3153,1.0797,3591,28743
pdf417gen,pdf-utf8-ecl2-svg,pdf417,utf8,2,utf-8,,ok,,25,5,1.0,1.3423,1.4235,0.3093,1.0886,3591,28743
pdf417gen,pdf-xml_nc-ecl5,pdf417,xml_near_capacity,5,,,encode_error,ValueError: Generated bar code has 119 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
pdf417gen,pdf-xml_nc-ecl5-svg,pdf417,xml_near_capacity,5,,,encode_error,ValueError: Generated bar code has 119 rows. Maximum is 90 rows. Try increasing column count.,0,0,0.0,,,,,,
ppfdm,dm-alnum,datamatrix,alnum,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-alnum-svg,datamatrix,alnum,,,,ok,,25,5,1.0,0.4411,0.543,0.3089,0.3985,484,1219
ppfdm,dm-base64_nc,datamatrix,base64_near_capacity,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-base64_nc-svg,datamatrix,base64_near_capacity,,,,ok,,25,5,1.0,19.402,19.5682,0.4558,19.1175,17424,27727
ppfdm,dm-bcbp,datamatrix,bcbp,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-bcbp-svg,datamatrix,bcbp,,,,ok,,25,5,1.0,1.1854,1.133,0.4468,0.6016,1296,2559
ppfdm,dm-edifact_charset,datamatrix,edifact_charset,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-edifact_charset-svg,datamatrix,edifact_charset,,,,ok,,25,5,1.0,0.6246,0.7106,0.1379,0.574,676,1534
ppfdm,dm-json_nc,datamatrix,json_near_capacity,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-json_nc-svg,datamatrix,json_near_capacity,,,,ok,,25,5,1.0,19.486,19.8137,0.739,19.3332,17424,27470
ppfdm,dm-latin1,datamatrix,latin1,,iso-8859-1,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-latin1-auto,datamatrix,latin1,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-latin1-auto-svg,datamatrix,latin1,,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
ppfdm,dm-latin1-svg,datamatrix,latin1,,iso-8859-1,,unsupported,no charset/ECI support for 'iso-8859-1' payloads,0,0,,,,,,,
ppfdm,dm-latin1_ambiguous,datamatrix,latin1_ambiguous,,iso-8859-1,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-latin1_ambiguous-auto,datamatrix,latin1_ambiguous,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-latin1_ambiguous-auto-svg,datamatrix,latin1_ambiguous,,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
ppfdm,dm-latin1_ambiguous-svg,datamatrix,latin1_ambiguous,,iso-8859-1,,unsupported,no charset/ECI support for 'iso-8859-1' payloads,0,0,,,,,,,
ppfdm,dm-lower_text,datamatrix,lower_text,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-lower_text-svg,datamatrix,lower_text,,,,ok,,25,5,1.0,0.504,0.5207,0.039,0.4884,576,1352
ppfdm,dm-mixed_modes,datamatrix,mixed_modes,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-mixed_modes-svg,datamatrix,mixed_modes,,,,ok,,25,5,1.0,1.5108,1.5022,0.3164,1.1296,1600,3086
ppfdm,dm-near_capacity,datamatrix,near_capacity,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-near_capacity-svg,datamatrix,near_capacity,,,,ok,,25,5,1.0,17.5244,17.6165,0.2945,17.2301,14400,23440
ppfdm,dm-numeric_even,datamatrix,numeric_even,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_even-svg,datamatrix,numeric_even,,,,ok,,25,5,1.0,0.5263,0.6416,0.2303,0.2331,400,1054
ppfdm,dm-numeric_long,datamatrix,numeric_long,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_long-svg,datamatrix,numeric_long,,,,ok,,25,5,1.0,1.9943,1.8089,0.4375,0.9326,1024,2093
ppfdm,dm-numeric_odd,datamatrix,numeric_odd,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_odd-svg,datamatrix,numeric_odd,,,,ok,,25,5,1.0,0.6482,0.678,0.201,0.2836,400,1061
ppfdm,dm-numeric_prefix,datamatrix,numeric_prefix,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_prefix-svg,datamatrix,numeric_prefix,,,,ok,,25,5,1.0,0.3917,0.3505,0.1126,0.1916,196,730
ppfdm,dm-numeric_short,datamatrix,numeric_short,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_short-svg,datamatrix,numeric_short,,,,ok,,25,5,1.0,0.3147,0.3153,0.0998,0.126,144,614
ppfdm,dm-numeric_suffix,datamatrix,numeric_suffix,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-numeric_suffix-svg,datamatrix,numeric_suffix,,,,ok,,25,5,1.0,0.3821,0.3679,0.1593,0.1866,256,786
ppfdm,dm-text_para,datamatrix,text_para,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-text_para-svg,datamatrix,text_para,,,,ok,,25,5,1.0,4.4529,4.4197,0.2573,4.0254,5184,8682
ppfdm,dm-upper_c40,datamatrix,upper_c40,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-upper_c40-svg,datamatrix,upper_c40,,,,ok,,25,5,1.0,0.6085,0.6075,0.1021,0.5026,676,1475
ppfdm,dm-url,datamatrix,url,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-url-svg,datamatrix,url,,,,ok,,25,5,1.0,0.8976,0.9789,0.15,0.837,1024,2159
ppfdm,dm-url_nc,datamatrix,url_near_capacity,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-url_nc-svg,datamatrix,url_near_capacity,,,,ok,,25,5,1.0,19.2677,19.3617,0.2194,19.1582,17424,27379
ppfdm,dm-utf8,datamatrix,utf8,,utf-8,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-utf8-auto,datamatrix,utf8,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-utf8-auto-svg,datamatrix,utf8,,,,unsupported,cannot take non-ASCII text without a declared charset,0,0,,,,,,,
ppfdm,dm-utf8-svg,datamatrix,utf8,,utf-8,,unsupported,no charset/ECI support for 'utf-8' payloads,0,0,,,,,,,
ppfdm,dm-x12_charset,datamatrix,x12_charset,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-x12_charset-svg,datamatrix,x12_charset,,,,ok,,25,5,1.0,0.508,0.539,0.2104,0.425,576,1352
ppfdm,dm-xml_nc,datamatrix,xml_near_capacity,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
ppfdm,dm-xml_nc-svg,datamatrix,xml_near_capacity,,,,ok,,25,5,1.0,19.6106,19.7367,0.318,19.3758,17424,27783
ppfdm,dmr-alnum,datamatrix_rect,alnum,,,,unsupported,no documented raster output (vector-only library),0,0,,,,,,,
